gp_lgd_code,reserved_women_2005,reserved_women_2010,reservation_2005,reservation_2010,gp_name_res_2010,samiti_res_2010,district_res_2010,gp_name_lgd,district_lgd,subdistrict_lgd,match_stage,reservation_dose_n,reservation_dose,match_conflict_excluded
41546,0,0,GEN,GEN,kuli,DANTA RAMGARH,SIKAR,Kuli,Sikar,Danta Ramgarh,A_exact_gp_district_samiti,0,never,0
41547,1,0,OBC W,GEN,ladpur,DANTA RAMGARH,SIKAR,Ladpur,Sikar,Danta Ramgarh,A_exact_gp_district_samiti,1,once,0
41549,0,0,GEN,SC,likhma ka bas,DANTA RAMGARH,SIKAR,Likhma Ka Bas,Sikar,Danta Ramgarh,A_exact_gp_district_samiti,0,never,0
41553,0,1,GEN,SCW,motlawas,DANTA RAMGARH,SIKAR,Motlawas,Sikar,Danta Ramgarh,A_exact_gp_district_samiti,1,once,0
41554,1,0,GEN W,GEN,mundiyawas,DANTA RAMGARH,SIKAR,Mundiyawas,Sikar,Danta Ramgarh,A_exact_gp_district_samiti,1,once,0
41555,0,1,GEN,GENW,pachar,DANTA RAMGARH,SIKAR,Pachar,Sikar,Danta Ramgarh,A_exact_gp_district_samiti,1,once,0
41556,1,1,GEN W,GENW,ralawata,DANTA RAMGARH,SIKAR,Ralawata,Sikar,Danta Ramgarh,A_exact_gp_district_samiti,2,twice,0
41557,0,1,GEN,OBCW,ramgarh,DANTA RAMGARH,SIKAR,Ramgarh,Sikar,Danta Ramgarh,A_exact_gp_district_samiti,1,once,0
41558,0,0,GEN,SC,reta,DANTA RAMGARH,SIKAR,Reta,Sikar,Danta Ramgarh,A_exact_gp_district_samiti,0,never,0
41560,0,1,OBC,SCW,sami,DANTA RAMGARH,SIKAR,Sami,Sikar,Danta Ramgarh,A_exact_gp_district_samiti,1,once,0
41561,0,1,GEN,SCW,sangaliya,DANTA RAMGARH,SIKAR,Sangaliya,Sikar,Danta Ramgarh,A_exact_gp_district_samiti,1,once,0
41562,0,0,SC,GEN,sulyawas,DANTA RAMGARH,SIKAR,Sulyawas,Sikar,Danta Ramgarh,A_exact_gp_district_samiti,0,never,0
41563,0,0,GEN,GEN,surera,DANTA RAMGARH,SIKAR,Surera,Sikar,Danta Ramgarh,A_exact_gp_district_samiti,0,never,0
41571,0,0,GEN,SC,bosana,DHOND,SIKAR,Bosana,Sikar,Dhod,B_exact_gp_district,0,never,0
41575,0,1,OBC,GENW,fatehpura,DHOND,SIKAR,Fatehpura,Sikar,Dhod,B_exact_gp_district,1,once,0
41580,0,1,SC,GENW,kanwarpura,DHOND,SIKAR,Kanwarpura,Sikar,Sikar Gramin,B_exact_gp_district,1,once,0
41584,0,0,GEN,GEN,kudan,DHOND,SIKAR,Kudan,Sikar,Sikar Gramin,B_exact_gp_district,0,never,0
41585,1,1,GEN W,GENW,losal chhoti,DHOND,SIKAR,Losal Chhoti,Sikar,Dhod,B_exact_gp_district,2,twice,0
41586,1,1,GEN W,GENW,mandawara,DHOND,SIKAR,Mandawara,Sikar,Sikar Gramin,B_exact_gp_district,2,twice,0
41587,1,0,GEN W,OBC,mandota,DHOND,SIKAR,Mandota,Sikar,Sikar Gramin,B_exact_gp_district,1,once,0
41590,0,1,OBC,SCW,nagwa,DHOND,SIKAR,Nagwa,Sikar,Dhod,B_exact_gp_district,1,once,0
41592,0,0,GEN,GEN,palthana,DHOND,SIKAR,Palthana,Sikar,Sikar Gramin,B_exact_gp_district,0,never,0
41593,0,0,SC,OBC,pewa,DHOND,SIKAR,Pewa,Sikar,Dhod,B_exact_gp_district,0,never,0
41600,0,1,SC,GENW,sewa,DHOND,SIKAR,Sewa,Sikar,Sikar Gramin,B_exact_gp_district,1,once,0
41606,1,1,OBC W,GENW,singrawat,DHOND,SIKAR,Singrawat,Sikar,Dhod,B_exact_gp_district,2,twice,0
41608,1,0,GEN W,OBC,badusar,FATEHPUR,SIKAR,Badusar,Sikar,Lachhmangarh,B_exact_gp_district,1,once,0
41611,0,1,GEN,SCW,bathod,FATEHPUR,SIKAR,Bathod,Sikar,Fatehpur,A_exact_gp_district_samiti,1,once,0
41613,1,1,GEN W,OBCW,beswa,FATEHPUR,SIKAR,Beswa,Sikar,Fatehpur,A_exact_gp_district_samiti,2,twice,0
41616,1,1,SC W,GENW,biraniya,FATEHPUR,SIKAR,Biraniya,Sikar,Fatehpur,A_exact_gp_district_samiti,2,twice,0
41619,0,1,OBC,GENW,deenwa ladkhani,FATEHPUR,SIKAR,Deenwa Ladkhani,Sikar,Fatehpur,A_exact_gp_district_samiti,1,once,0
41620,0,1,SC,GENW,dewas,FATEHPUR,SIKAR,Dewas,Sikar,Ramgarh Shekhawati,B_exact_gp_district,1,once,0
41624,0,0,GEN,SC,garinda,FATEHPUR,SIKAR,Garinda,Sikar,Fatehpur,A_exact_gp_district_samiti,0,never,0
41626,1,1,GEN W,GENW,hirna,FATEHPUR,SIKAR,Hirna,Sikar,Fatehpur,A_exact_gp_district_samiti,2,twice,0
41627,1,1,GEN W,OBCW,hudera,FATEHPUR,SIKAR,Hudera,Sikar,Ramgarh Shekhawati,B_exact_gp_district,2,twice,0
41628,0,0,SC,OBC,kayamsar,FATEHPUR,SIKAR,Kayamsar,Sikar,Ramgarh Shekhawati,B_exact_gp_district,0,never,0
41629,0,1,GEN,SCW,khotiya,FATEHPUR,SIKAR,Khotiya,Sikar,Ramgarh Shekhawati,B_exact_gp_district,1,once,0
41632,0,1,GEN,OBCW,nayabas,NEEMKATHANA,SIKAR,Nayabas,Sikar,Fatehpur,B_exact_gp_district,1,once,0
41634,0,1,SC,OBCW,rajas,FATEHPUR,SIKAR,Rajas,Sikar,Lachhmangarh,B_exact_gp_district,1,once,0
41636,0,0,OBC,GEN,rohal sahabsar,FATEHPUR,SIKAR,Rohal Sahabsar,Sikar,Ramgarh Shekhawati,B_exact_gp_district,0,never,0
41639,0,0,GEN,GEN,takhalsar,FATEHPUR,SIKAR,Takhalsar,Sikar,Ramgarh Shekhawati,B_exact_gp_district,0,never,0
41643,0,1,GEN,SCW,barsingh pura,KHANDELA,SIKAR,Barsinghpura,Sikar,Khandela,A_exact_gp_district_samiti,1,once,0
41646,0,0,OBC,GEN,burjaki dhani,KHANDELA,SIKAR,Burja Ki Dhani,Neem Ka Thana,Shrimadhopur,C_unique_gp_name_statewide,0,never,0
41649,0,1,GEN,OBCW,dhalyawas,KHANDELA,SIKAR,Dhalyawas,Sikar,Khandela,A_exact_gp_district_samiti,1,once,0
41650,0,1,ST,GENW,dhani guman singh,KHANDELA,SIKAR,Dhani Gumansingh,Sikar,Khandela,A_exact_gp_district_samiti,1,once,0
41651,1,0,GEN W,GEN,doodhwalo ka bas,KHANDELA,SIKAR,Doodhwalo Ka Bas,Sikar,Khandela,A_exact_gp_district_samiti,1,once,0
41652,0,0,GEN,OBC,dulhepura,KHANDELA,SIKAR,Dulhepura,Sikar,Khandela,A_exact_gp_district_samiti,0,never,0
41653,0,0,GEN,SC,gokul ka bas,KHANDELA,SIKAR,Gokul Ka Bas,Sikar,Khandela,A_exact_gp_district_samiti,0,never,0
41655,0,0,GEN,SC,gurara,KHANDELA,SIKAR,Gurara,Sikar,Khandela,A_exact_gp_district_samiti,0,never,0
41656,0,1,OBC,GENW,hardas ka bas,KHANDELA,SIKAR,Hardas Ka Bas,Neem Ka Thana,Shrimadhopur,C_unique_gp_name_statewide,1,once,0
41657,1,1,GEN W,GENW,hathideh,KHANDELA,SIKAR,Hathideh,Neem Ka Thana,Shrimadhopur,C_unique_gp_name_statewide,2,twice,0
41658,0,0,GEN,GEN,jairampura,KHANDELA,SIKAR,Jairampura,Sikar,Khandela,A_exact_gp_district_samiti,0,never,0
41659,0,1,SC,OBCW,jajod,KHANDELA,SIKAR,Jajod,Sikar,Khandela,A_exact_gp_district_samiti,1,once,0
41661,0,0,OBC,GEN,jugalpura,KHANDELA,SIKAR,Jugalpura,Sikar,Khandela,A_exact_gp_district_samiti,0,never,0
41662,0,1,GEN,STW,kalyanpura (thoi),KHANDELA,SIKAR,Kalyanpura (Thoi),Neem Ka Thana,Shrimadhopur,C_unique_gp_name_statewide,1,once,0
41665,0,1,GEN,GENW,kasarda,KHANDELA,SIKAR,Kasarda,Sikar,Reengus,B_exact_gp_district,1,once,0
41666,0,0,GEN,ST,kerpura,KHANDELA,SIKAR,Kerpura,Sikar,Khandela,A_exact_gp_district_samiti,0,never,0
41667,0,0,GEN,SC,khatundara,KHANDELA,SIKAR,Khatundara,Sikar,Khandela,A_exact_gp_district_samiti,0,never,0
41671,1,1,GEN W,GENW,malikpur,KHANDELA,SIKAR,Malikpur,Sikar,Reengus,B_exact_gp_district,2,twice,0
41675,0,0,OBC,GEN,ralawata,KHANDELA,SIKAR,Ralawata,Sikar,Khandela,A_exact_gp_district_samiti,0,never,0
41678,1,0,GEN W,GEN,royal,KHANDELA,SIKAR,Royal,Sikar,Khandela,A_exact_gp_district_samiti,1,once,0
41679,0,0,GEN,GEN,sujana,KHANDELA,SIKAR,Sujana,Sikar,Khandela,A_exact_gp_district_samiti,0,never,0
41681,0,1,GEN,OBCW,thoi,KHANDELA,SIKAR,Thoi,Neem Ka Thana,Shrimadhopur,C_unique_gp_name_statewide,1,once,0
41722,0,0,GEN,SC,bega ki nangal,NEEMKATHANA,SIKAR,Bega Ki Nangal,Neem Ka Thana,Patan,C_unique_gp_name_statewide,0,never,0
41725,0,1,GEN,SCW,bihar,NEEMKATHANA,SIKAR,Bihar,Neem Ka Thana,Patan,C_unique_gp_name_statewide,1,once,0
41726,0,0,GEN,GEN,biharipur,NEEMKATHANA,SIKAR,Biharipur,Neem Ka Thana,Patan,C_unique_gp_name_statewide,0,never,0
41727,1,0,OBC W,GEN,chhaja ki nangal,NEEMKATHANA,SIKAR,Chhaja Ki Nangal,Neem Ka Thana,Patan,C_unique_gp_name_statewide,1,once,0
41728,1,1,GEN W,GENW,chala,NEEMKATHANA,SIKAR,Chala,Neem Ka Thana,Neem Ka Thana,C_unique_gp_name_statewide,2,twice,0
41730,0,1,OBC,SCW,cheeplata,NEEMKATHANA,SIKAR,Cheeplata,Neem Ka Thana,Shrimadhopur,C_unique_gp_name_statewide,1,once,0
41734,0,0,OBC,GEN,dayal ki nangal,NEEMKATHANA,SIKAR,Dayal Ki Nangal,Neem Ka Thana,Neem Ka Thana,C_unique_gp_name_statewide,0,never,0
41737,0,1,OBC,GENW,dokan,NEEMKATHANA,SIKAR,Dokan,Neem Ka Thana,Patan,C_unique_gp_name_statewide,1,once,0
41744,1,0,OBC W,GEN,guhala,NEEMKATHANA,SIKAR,Guhala,Neem Ka Thana,Neem Ka Thana,C_unique_gp_name_statewide,1,once,0
41745,0,1,OBC,GENW,hasampur,NEEMKATHANA,SIKAR,Hasampur,Neem Ka Thana,Patan,C_unique_gp_name_statewide,1,once,0
41746,0,1,ST,SCW,jeelo,NEEMKATHANA,SIKAR,Jeelo,Neem Ka Thana,Neem Ka Thana,C_unique_gp_name_statewide,1,once,0
41748,0,0,GEN,GEN,khadra,NEEMKATHANA,SIKAR,Khadra,Neem Ka Thana,Neem Ka Thana,C_unique_gp_name_statewide,0,never,0
41752,0,1,OBC,GENW,ladi ka bas,NEEMKATHANA,SIKAR,Ladi Ka Bas,Neem Ka Thana,Patan,C_unique_gp_name_statewide,1,once,0
41753,1,1,SC,GENW,mahawa,MAHWA,DAUSA,Mahawa,Neem Ka Thana,Neem Ka Thana,C_unique_gp_name_statewide,2,twice,0
41757,0,0,OBC,SC,mawanda khurd,NEEMKATHANA,SIKAR,Mawanda Khurd,Neem Ka Thana,Neem Ka Thana,C_unique_gp_name_statewide,0,never,0
41761,1,0,GEN W,OBC,narsinghpuri,NEEMKATHANA,SIKAR,Narsingh Puri,Neem Ka Thana,Neem Ka Thana,C_unique_gp_name_statewide,1,once,0
41762,0,0,GEN,GEN,natha ki nangal,NEEMKATHANA,SIKAR,Natha Ki Nangal,Neem Ka Thana,Neem Ka Thana,C_unique_gp_name_statewide,0,never,0
41765,1,1,SC W,GENW,peethalpur,NEEMKATHANA,SIKAR,Peethal Pur,Neem Ka Thana,Shrimadhopur,C_unique_gp_name_statewide,2,twice,0
41767,0,1,GEN,SCW,raipur jageer,NEEMKATHANA,SIKAR,Raipur Jageer,Neem Ka Thana,Shrimadhopur,C_unique_gp_name_statewide,1,once,0
41768,1,0,OBC W,GEN,raipur patan,NEEMKATHANA,SIKAR,Raipur Patan,Neem Ka Thana,Patan,C_unique_gp_name_statewide,1,once,0
41780,0,0,GEN,GEN,bajor,PIPRALI,SIKAR,Bajor,Sikar,Sikar,B_exact_gp_district,0,never,0
41781,0,0,OBC,GEN,beri,PIPRALI,SIKAR,Beri,Sikar,Sikar,B_exact_gp_district,0,never,0
41782,1,1,OBC W,GENW,bhadwasi,PIPRALI,SIKAR,Bhadwasi,Sikar,Sikar,B_exact_gp_district,2,twice,0
41784,0,1,SC,OBCW,chandpura,PIPRALI,SIKAR,Chandpura,Sikar,Sikar Gramin,B_exact_gp_district,1,once,0
41785,0,0,GEN,OBC,dadiya,PIPRALI,SIKAR,Dadiya,Sikar,Sikar,B_exact_gp_district,0,never,0
41787,0,1,GEN,GENW,gokulpura,PIPRALI,SIKAR,Gokulpura,Sikar,Sikar,B_exact_gp_district,1,once,0
41789,0,1,GEN,GENW,harsh,PIPRALI,SIKAR,Harsh,Sikar,Sikar Gramin,B_exact_gp_district,1,once,0
41792,0,1,GEN,GENW,kishanpura,PIPRALI,SIKAR,Kishanpura,Sikar,Danta Ramgarh,B_exact_gp_district,1,once,0
41794,1,0,GEN W,GEN,kudli,PIPRALI,SIKAR,Kudli,Sikar,Sikar,B_exact_gp_district,1,once,0
41795,0,1,GEN,GENW,ladhana,PIPRALI,SIKAR,Ladhana,Sikar,Danta Ramgarh,B_exact_gp_district,1,once,0
41797,1,0,GEN W,OBC,nani,PIPRALI,SIKAR,Nani,Sikar,Sikar Gramin,B_exact_gp_district,1,once,0
41799,0,1,OBC,GENW,palsana,PIPRALI,SIKAR,Palsana,Sikar,Danta Ramgarh,B_exact_gp_district,1,once,0
41801,1,0,SC W,GEN,purohit ka bas,PIPRALI,SIKAR,Purohit Ka Bas,Sikar,Sikar,B_exact_gp_district,1,once,0
41802,0,0,GEN,SC,radha kishanpura,PIPRALI,SIKAR,Radha Kishanpura,Sikar,Sikar,B_exact_gp_district,0,never,0
41803,0,1,GEN,OBCW,raghunath garh,PIPRALI,SIKAR,Raghunathgarh,Sikar,Sikar,B_exact_gp_district,1,once,0
41806,0,0,SC,GEN,ranoli,PIPRALI,SIKAR,Ranoli,Sikar,Danta Ramgarh,B_exact_gp_district,0,never,0
41809,0,0,OBC,ST,shyamgarh,PIPRALI,SIKAR,Shyamgarh,Sikar,Sikar,B_exact_gp_district,0,never,0
41811,1,1,SC W,GENW,singhasan,PIPRALI,SIKAR,Singhasan,Sikar,Sikar,B_exact_gp_district,2,twice,0
41812,0,1,ST,OBCW,sujawas,PIPRALI,SIKAR,Sujawas,Sikar,Danta Ramgarh,B_exact_gp_district,1,once,0
41821,1,0,GEN W,GEN,chomu purohitan,SRIMADHOPUR,SIKAR,Chomu Purohitan,Sikar,Reengus,B_exact_gp_district,1,once,0
41822,1,0,GEN W,OBC,dadiya rampura,SRIMADHOPUR,SIKAR,Dadiya Rampura,Sikar,Reengus,B_exact_gp_district,1,once,0
41823,0,1,OBC,GENW,divrala,SRIMADHOPUR,SIKAR,Divrala,Neem Ka Thana,Shrimadhopur,C_unique_gp_name_statewide,1,once,0
41824,0,0,GEN,GEN,garh taknet,SRIMADHOPUR,SIKAR,Garh Taknet,Neem Ka Thana,Shrimadhopur,C_unique_gp_name_statewide,0,never,0
41825,0,1,SC,GENW,hanspur,SRIMADHOPUR,SIKAR,Hanspur,Neem Ka Thana,Shrimadhopur,C_unique_gp_name_statewide,1,once,0
41826,0,0,GEN,GEN,hathora,SRIMADHOPUR,SIKAR,Hathora,Neem Ka Thana,Shrimadhopur,C_unique_gp_name_statewide,0,never,0
41827,0,1,GEN,GENW,jaitusar,SRIMADHOPUR,SIKAR,Jaitusar,Sikar,Reengus,B_exact_gp_district,1,once,0
41828,1,0,OBC W,SC,jorawar nagar,SRIMADHOPUR,SIKAR,Jorawar Nagar,Neem Ka Thana,Shrimadhopur,C_unique_gp_name_statewide,1,once,0
41829,1,1,GEN W,GENW,jugrajpura,SRIMADHOPUR,SIKAR,Jugrajpura,Neem Ka Thana,Shrimadhopur,C_unique_gp_name_statewide,2,twice,0
41837,0,1,GEN,SCW,malakali,SRIMADHOPUR,SIKAR,Malakali,Sikar,Reengus,B_exact_gp_district,1,once,0
41839,0,0,OBC,GEN,mundru,SRIMADHOPUR,SIKAR,Mundru,Neem Ka Thana,Shrimadhopur,C_unique_gp_name_statewide,0,never,0
41842,1,1,GEN W,GENW,patwari ka bas,SRIMADHOPUR,SIKAR,Patwari Ka Bas,Sikar,Reengus,B_exact_gp_district,2,twice,0
41847,0,1,GEN,GENW,tapiplya,SRIMADHOPUR,SIKAR,Tapiplya,Sikar,Reengus,B_exact_gp_district,1,once,0
41849,0,0,ST,ST,amthala,ABUROAD,SIROHI,Amthala,Sirohi,Deldar,B_exact_gp_district,0,never,0
41851,1,1,ST W,STW,bahadurpura,ABUROAD,SIROHI,Bahadur Pura,Sirohi,Abu Road,A_exact_gp_district_samiti,2,twice,0
41852,0,1,ST,STW,chanar,ABUROAD,SIROHI,Chanar,Sirohi,Abu Road,A_exact_gp_district_samiti,1,once,0
41853,0,0,ST,ST,chandela,ABUROAD,SIROHI,Chandela,Sirohi,Abu Road,A_exact_gp_district_samiti,0,never,0
41854,1,0,ST W,ST,deldar,ABUROAD,SIROHI,Deldar,Sirohi,Deldar,B_exact_gp_district,1,once,0
41859,1,0,ST W,ST,khadat,ABUROAD,SIROHI,Khadat,Sirohi,Abu Road,A_exact_gp_district_samiti,1,once,0
41861,0,1,ST,STW,kyariya,ABUROAD,SIROHI,Kyariya,Sirohi,Abu Road,A_exact_gp_district_samiti,1,once,0
41864,0,1,ST,STW,morthala,ABUROAD,SIROHI,Morthala,Sirohi,Abu Road,A_exact_gp_district_samiti,1,once,0
41867,1,0,ST W,ST,oriya,ABUROAD,SIROHI,Oriya,Sirohi,Deldar,B_exact_gp_district,1,once,0
41868,1,1,ST W,STW,santpur,ABUROAD,SIROHI,Santpur,Sirohi,Abu Road,A_exact_gp_district_samiti,2,twice,0
41874,0,1,GEN,GENW,ajari,PINDWARA,SIROHI,Ajari,Sirohi,Pindwara,A_exact_gp_district_samiti,1,once,0
41876,1,0,GEN W,GEN,basantgarh,PINDWARA,SIROHI,Basantgarh,Sirohi,Pindwara,A_exact_gp_district_samiti,1,once,0
41877,0,0,ST,GEN,bharja,PINDWARA,SIROHI,Bharja,Sirohi,Pindwara,A_exact_gp_district_samiti,0,never,0
41879,1,0,SC W,GEN,bhimana,PINDWARA,SIROHI,Bhimana,Sirohi,Pindwara,A_exact_gp_district_samiti,1,once,0
41881,0,0,ST,GEN,dhanari,PINDWARA,SIROHI,Dhanari,Sirohi,Pindwara,A_exact_gp_district_samiti,0,never,0
41883,0,0,ST,ST,gharat,PINDWARA,SIROHI,Gharat,Sirohi,Pindwara,A_exact_gp_district_samiti,0,never,0
41885,0,1,ST,GENW,janapur,PINDWARA,SIROHI,Janapur,Sirohi,Pindwara,A_exact_gp_district_samiti,1,once,0
41886,1,0,GEN W,SC,kachholi,PINDWARA,SIROHI,Kachholi,Sirohi,Pindwara,A_exact_gp_district_samiti,1,once,0
41888,1,0,ST W,ST,lotana,PINDWARA,SIROHI,Lotana,Sirohi,Pindwara,A_exact_gp_district_samiti,1,once,0
41891,0,1,ST,STW,moras,PINDWARA,SIROHI,Moras,Sirohi,Pindwara,A_exact_gp_district_samiti,1,once,0
41893,0,0,ST,GEN,naya sanwara,PINDWARA,SIROHI,Naya Sanwara,Sirohi,Pindwara,A_exact_gp_district_samiti,0,never,0
41895,1,0,GEN W,GEN,peshua,PINDWARA,SIROHI,Peshua,Sirohi,Pindwara,A_exact_gp_district_samiti,1,once,0
41896,1,0,GEN W,SC,rohira,PINDWARA,SIROHI,Rohira,Sirohi,Pindwara,A_exact_gp_district_samiti,1,once,0
41899,1,1,GEN W,GENW,telpur,PINDWARA,SIROHI,Telpur,Sirohi,Pindwara,A_exact_gp_district_samiti,2,twice,0
41908,1,1,OBC W,STW,bant,REODAR,SIROHI,Bant,Sirohi,Reodar,A_exact_gp_district_samiti,2,twice,0
41909,0,0,ST,GEN,bhatana,REODAR,SIROHI,Bhatana,Sirohi,Reodar,A_exact_gp_district_samiti,0,never,0
41912,0,1,GEN,SCW,dak,REODAR,SIROHI,Dak,Sirohi,Reodar,A_exact_gp_district_samiti,1,once,0
41915,0,0,GEN,GEN,dhan,REODAR,SIROHI,Dhan,Sirohi,Reodar,A_exact_gp_district_samiti,0,never,0
41918,0,1,SC,GENW,gulabganj,REODAR,SIROHI,Gulabganj,Sirohi,Reodar,A_exact_gp_district_samiti,1,once,0
41924,0,0,OBC,GEN,magariwara,REODAR,SIROHI,Magariwara,Sirohi,Reodar,A_exact_gp_district_samiti,0,never,0
41927,1,0,GEN W,SC,marol,REODAR,SIROHI,Marol,Sirohi,Reodar,A_exact_gp_district_samiti,1,once,0
41929,0,1,SC,GENW,nimbaj,REODAR,SIROHI,Nimbaj,Sirohi,Reodar,A_exact_gp_district_samiti,1,once,0
41931,1,1,SC W,GENW,pamera,REODAR,SIROHI,Pamera,Sirohi,Reodar,A_exact_gp_district_samiti,2,twice,0
41932,1,1,SC W,GENW,peethapura,REODAR,SIROHI,Peethapura,Sirohi,Reodar,A_exact_gp_district_samiti,2,twice,0
41934,0,0,SC,GEN,raipur,REODAR,SIROHI,Raipur,Sirohi,Reodar,A_exact_gp_district_samiti,0,never,0
41935,1,0,GEN W,GEN,reodar,REODAR,SIROHI,Reodar,Sirohi,Reodar,A_exact_gp_district_samiti,1,once,0
41936,0,1,GEN,OBCW,rohua,REODAR,SIROHI,Rohua,Sirohi,Reodar,A_exact_gp_district_samiti,1,once,0
41938,0,0,GEN,GEN,sirodi,REODAR,SIROHI,Sirodi,Sirohi,Reodar,A_exact_gp_district_samiti,0,never,0
41939,0,0,GEN,ST,sonela,REODAR,SIROHI,Sonela,Sirohi,Reodar,A_exact_gp_district_samiti,0,never,0
41940,0,0,SC,GEN,sorda,REODAR,SIROHI,Sorda,Sirohi,Reodar,A_exact_gp_district_samiti,0,never,0
41942,1,1,GEN W,SCW,varman,REODAR,SIROHI,Varman,Sirohi,Reodar,A_exact_gp_district_samiti,2,twice,0
41944,1,0,SC W,GEN,alpa,SHEOGANJ,SIROHI,Alpa,Sirohi,Sheoganj,A_exact_gp_district_samiti,1,once,0
41945,0,0,SC,GEN,andor,SHEOGANJ,SIROHI,Andor,Sirohi,Sheoganj,A_exact_gp_district_samiti,0,never,0
41946,1,1,GEN W,GENW,arathwara,SHEOGANJ,SIROHI,Arathwara,Sirohi,Sheoganj,A_exact_gp_district_samiti,2,twice,0
41947,0,0,GEN,ST,bargaon,SHEOGANJ,SIROHI,Bar Gaon,Sirohi,Sheoganj,A_exact_gp_district_samiti,0,never,0
41948,0,1,ST,GENW,bagseen,SHEOGANJ,SIROHI,Bagseen,Sirohi,Sheoganj,A_exact_gp_district_samiti,1,once,0
41949,0,1,OBC,GENW,chhibagaon,SHEOGANJ,SIROHI,Chhibagaon,Sirohi,Sheoganj,A_exact_gp_district_samiti,1,once,0
41953,1,1,GEN W,SCW,jhadoli,PINDWARA,SIROHI,Jhadoli,Sirohi,Sheoganj,B_exact_gp_district,2,twice,0
41954,0,1,GEN,SCW,jogapura,SHEOGANJ,SIROHI,Jogapura,Sirohi,Sheoganj,A_exact_gp_district_samiti,1,once,0
41957,0,0,OBC,SC,kesarpura,SHEOGANJ,SIROHI,Kesarpura,Sirohi,Sheoganj,A_exact_gp_district_samiti,0,never,0
41958,0,1,SC,STW,manadar,SHEOGANJ,SIROHI,Manadar,Sirohi,Sheoganj,A_exact_gp_district_samiti,1,once,0
41960,0,0,GEN,GEN,naradara,SHEOGANJ,SIROHI,Naradara,Sirohi,Sheoganj,A_exact_gp_district_samiti,0,never,0
41961,0,0,GEN,GEN,oda,SHEOGANJ,SIROHI,Oda,Sirohi,Sheoganj,A_exact_gp_district_samiti,0,never,0
41964,1,0,SC W,ST,rowara,SHEOGANJ,SIROHI,Rowara,Sirohi,Sheoganj,A_exact_gp_district_samiti,1,once,0
41965,1,0,ST W,OBC,rukhada,SHEOGANJ,SIROHI,Rukhada,Sirohi,Sheoganj,A_exact_gp_district_samiti,1,once,0
41967,0,1,SC,OBCW,van,SHEOGANJ,SIROHI,Van,Sirohi,Sheoganj,A_exact_gp_district_samiti,1,once,0
41968,1,1,GEN W,SCW,amlari,SIROHI,SIROHI,Amlari,Sirohi,Sirohi,A_exact_gp_district_samiti,2,twice,0
41969,0,0,ST,GEN,balda,SIROHI,SIROHI,Balda,Sirohi,Sirohi,A_exact_gp_district_samiti,0,never,0
41970,1,1,SC W,GENW,barloot,SIROHI,SIROHI,Barloot,Sirohi,Sirohi,A_exact_gp_district_samiti,2,twice,0
41971,0,1,GEN,OBCW,bhutgaon,SIROHI,SIROHI,Bhutgaon,Sirohi,Sirohi,A_exact_gp_district_samiti,1,once,0
41972,0,1,SC,GENW,dodua,SIROHI,SIROHI,Dodua,Sirohi,Sirohi,A_exact_gp_district_samiti,1,once,0
41975,0,1,SC,GENW,gol,SIROHI,SIROHI,Gol,Sirohi,Sirohi,A_exact_gp_district_samiti,1,once,0
41976,1,0,ST W,SC,haliwara,SIROHI,SIROHI,Haliwara,Sirohi,Sirohi,A_exact_gp_district_samiti,1,once,0
41980,0,1,OBC,GENW,khambal,SIROHI,SIROHI,Khambal,Sirohi,Sirohi,A_exact_gp_district_samiti,1,once,0
41982,0,0,GEN,GEN,madiya,SIROHI,SIROHI,Madiya,Sirohi,Sirohi,A_exact_gp_district_samiti,0,never,0
41983,1,0,OBC W,GEN,mankroda,SIROHI,SIROHI,Mankroda,Sirohi,Sirohi,A_exact_gp_district_samiti,1,once,0
41985,0,1,GEN,GENW,manora,SIROHI,SIROHI,Manora,Sirohi,Sirohi,A_exact_gp_district_samiti,1,once,0
41986,1,0,SC W,OBC,mer-mandwara,SIROHI,SIROHI,Mermandwara,Sirohi,Sirohi,A_exact_gp_district_samiti,1,once,0
41987,0,1,GEN,SCW,mohabbat nagar,SIROHI,SIROHI,Mohabbat Nagar,Sirohi,Sirohi,A_exact_gp_district_samiti,1,once,0
41988,0,0,GEN,GEN,nawara,SIROHI,SIROHI,Nawara,Sirohi,Sirohi,A_exact_gp_district_samiti,0,never,0
41989,1,0,GEN W,SC,padeev,SIROHI,SIROHI,Padeev,Sirohi,Sirohi,A_exact_gp_district_samiti,1,once,0
41990,0,0,GEN,SC,rampura,SIROHI,SIROHI,Rampura,Sirohi,Sirohi,A_exact_gp_district_samiti,0,never,0
41991,0,0,SC,OBC,sanpur,SIROHI,SIROHI,Sanpur,Sirohi,Sirohi,A_exact_gp_district_samiti,0,never,0
41992,0,0,GEN,GEN,sartara,SIROHI,SIROHI,Sartara,Sirohi,Sirohi,A_exact_gp_district_samiti,0,never,0
41993,0,1,SC,STW,sildar,SIROHI,SIROHI,Sildar,Sirohi,Sirohi,A_exact_gp_district_samiti,1,once,0
41994,0,0,OBC,ST,sindrath,SIROHI,SIROHI,Sindrath,Sirohi,Sirohi,A_exact_gp_district_samiti,0,never,0
42001,1,1,GEN W,SCW,balunda,DEOLI,TONK,Balunda,Tonk,Dooni,B_exact_gp_district,2,twice,0
42004,0,0,ST,SC,bisalpur,DEOLI,TONK,Bisalpur,Tonk,Deoli,A_exact_gp_district_samiti,0,never,0
